Answer,Question,RelativeQuestion,intent,entities
1.清除居家戶內外積水容器(孳生源)，澈底落實「巡、倒、清、刷」<br /> 2.居家環境應該裝設紗窗、紗門，睡覺時最好掛蚊帳，可使用捕蚊燈，避免蚊蟲叮咬<br /> 3.前往登革熱流行地區應作好防蚊措施，宜穿著淺色長袖衣褲，並在皮膚裸露處塗抹政府主管機關核可的防蚊藥劑。,如何預防登革熱?,我想了解登革熱疫苗?-登革熱會有什麼症狀?-疑似感染登革熱了怎麼辦?,預防方法,登革熱
登革熱疫苗尚未在臺灣核准上市。在我國尚未有安全、有效的疫苗被核准上市前，建議應加強自身的防蚊措施，並積極清除積水容器，杜絕病媒蚊孳生才是防治登革熱的根本之道。,除了接種或投藥外的登革熱預防方法?,登革熱有什麼危險徵兆?-登革熱的國內流行期?-接種登革熱疫苗需要額外付費嗎?,以外預防方法,登革熱
國內目前沒有登革熱疫苗，請做好防蚊措施以預防被病媒蚊叮咬。<br />,哪裡可以接種登革熱疫苗？,登革熱有什麼危險徵兆?-登革熱的國內流行期?-接種登革熱疫苗需要額外付費嗎?,接種地點,登革熱
登革熱目前沒有預防性藥物，請做好防蚊措施以預防被病媒蚊叮咬。<br />,何時需要進行登革熱的預防接種或投藥?,接種登革熱疫苗該帶什麼證件?-有登革熱疫苗的擴大施打對象嗎?-接種登革熱疫苗前要經過醫師評估?,何時接種,登革熱
目前登革熱沒有疫苗或預防性藥物，請做好防蚊措施以預防被病媒蚊叮咬。<br />,我可以公費接種登革熱疫苗或投藥嗎?,有登革熱疫苗的擴大施打對象嗎?-我想了解登革熱疫苗?-接種登革熱疫苗前要經過醫師評估?,公費疫苗,登革熱
國內目前沒有登革熱疫苗，請做好防蚊措施以預防被病媒蚊叮咬。<br />,接種登革熱疫苗該帶什麼證件?,有登革熱疫苗的擴大施打對象嗎?-我可以公費接種登革熱疫苗或投藥嗎?-接種登革熱疫苗前要經過醫師評估?,接種證件,登革熱
國內目前沒有登革熱疫苗，請做好防蚊措施以預防被病媒蚊叮咬。<br />,有登革熱疫苗的擴大施打對象嗎?,我想了解登革熱疫苗?-我可以公費接種登革熱疫苗或投藥嗎?-接種登革熱疫苗前要經過醫師評估?,疫苗擴大施打對象,登革熱
國內目前沒有登革熱疫苗，請做好防蚊措施以預防被病媒蚊叮咬。<br />,接種登革熱疫苗前要經過醫師評估?,有登革熱疫苗的擴大施打對象嗎?-我可以公費接種登革熱疫苗或投藥嗎?-我想了解登革熱疫苗?,疫苗醫師評估,登革熱
國內目前沒有登革熱疫苗，請做好防蚊措施以預防被病媒蚊叮咬。<br />,接種登革熱疫苗需要額外付費嗎?,登革熱會有什麼症狀?-如何預防登革熱?-疑似感染登革熱了怎麼辦?,疫苗費用,登革熱
國內目前沒有登革熱疫苗，請做好防蚊措施以預防被病媒蚊叮咬。<br />,我現在適合接種登革熱疫苗嗎?,登革熱疫苗保護力可以持續多久?-如何預防登革熱?-我想了解登革熱疫苗?,合適接種,登革熱
2015年12月全球首支登革熱疫苗問世，為法國Sanofi Pasteur藥廠所生產的Dengvaxia®，屬四價活性減毒疫苗，適用年齡為9至45歲的兒童及成人<br />目前已陸續在墨西哥、菲律賓、巴西及薩爾瓦多等國家核准上市，尚未在臺灣核准上市<br />,我想了解登革熱疫苗?,登革熱疫苗保護力可以持續多久?-了解登革熱用藥?-接種登革熱疫苗後會有什麼副作用?,疫苗接種,登革熱
國內目前沒有登革熱疫苗，請做好防蚊措施以預防被病媒蚊叮咬。<br />,登革熱疫苗有哪些廠牌?,登革熱疫苗保護力可以持續多久?-接種登革熱疫苗後會有什麼副作用?-如何預防登革熱?,疫苗類別,登革熱
2015年12月全球首支登革熱疫苗問世，為法國Sanofi Pasteur藥廠所生產的Dengvaxia®，屬四價活性減毒疫苗，適用年齡為9至45歲的兒童及成人。<br />需接種3劑，但尚未在臺灣核准上市。<br />,登革熱疫苗該接種幾劑?,登革熱疫苗保護力可以持續多久?-接種登革熱疫苗後會有什麼副作用?-如何預防登革熱?,接種幾劑,登革熱
2015年12月全球首支登革熱疫苗問世，為法國Sanofi Pasteur藥廠所生產的Dengvaxia®，屬四價活性減毒疫苗，適用年齡為9至45歲的兒童及成人。<br />需接種3劑，但尚未在臺灣核准上市。<br />,登革熱疫苗保護力可以持續多久?,我現在適合接種登革熱疫苗嗎?-登革熱疫苗有哪些廠牌?-登革熱疫苗該接種幾劑?,疫苗保護力,登革熱
2015年12月全球首支登革熱疫苗問世，為法國Sanofi Pasteur藥廠所生產的Dengvaxia®，屬四價活性減毒疫苗，適用年齡為9至45歲的兒童及成人。<br />需接種3劑，但尚未在臺灣核准上市。<br />,接種登革熱疫苗後或投藥後要注意什麼?,登革熱疫苗保護力可以持續多久?-登革熱疫苗有哪些廠牌?-除了接種或投藥外的登革熱預防方法?,接種注意事項,登革熱
若曾於其他國家接種且有不良反應症狀出現，應儘速就醫。<br />,接種登革熱疫苗後會有什麼副作用?,登革熱疫苗保護力可以持續多久?-疑似罹患登革熱要去哪裡就醫?-疑似罹患登革熱要去哪裡就醫?,疫苗副作用,登革熱
如果出現登革熱疑似症狀，應儘速就醫，並告知醫師旅遊或活動史。由於登革熱目前沒有特效藥物可治療，一般採行支持性療法，請遵照醫師指示服藥、休息、多喝水<br />醫療院所如遇有疑似感染登革熱的病患，將會通報衛生單位，以利政府採取相關防治措施<br />,疑似感染登革熱了怎麼辦?,疑似罹患登革熱要去哪裡就醫?-接種登革熱疫苗後會有什麼副作用?-登革熱會有什麼症狀?,疑似感染,登革熱
遵照醫師指示服藥、休息、多喝水。在您發病後5天內的這段期間仍處於「可傳染期」，登革病毒存在於血液中，應注意避免被蚊蟲叮咬，而將病毒藉由病媒蚊散播出去<br />生病期間建議儘量在家休息，並配合政府防疫工作，如孳生源清除、查核或緊急化學防治措施<br />,罹患登革熱要注意什麼?,登革熱疫苗保護力可以持續多久?-接種登革熱疫苗後會有什麼副作用?-登革熱要怎麼治療?,感染注意事項,登革熱
根據您的流行病學資料及臨床症狀，醫師如果懷疑您感染登革熱時，可使用「登革熱NS1抗原快速診斷試劑」輔助診斷<br />快速診斷試劑只是診斷登革熱的檢驗工具之一，如果懷疑感染登革熱，醫師還是可以幫您抽血送至疾病管制署檢驗，未必一定要用快速診斷試劑<br />其他詳細資訊可以參考以下網址喔<a target='_blank' href='https://www.cdc.gov.tw/Category/MPage/wDZ5z1ljrRi-Ug32diOcRw'>https://www.cdc.gov.tw/Category/MPage/wDZ5z1ljrRi-Ug32diOcRw</a>,我需要做登革熱篩檢嗎?,登革熱要怎麼治療?-登革熱傳染途徑為何?-登革熱流行地區有哪些?,篩檢,登革熱
如果出現發燒、頭痛、後眼窩痛、肌肉關節痛、出疹等登革熱疑似症狀，應儘速至附近的醫療院所就醫，並告知醫師旅遊或活動史，以利醫師及早診斷及通報。,疑似罹患登革熱要去哪裡就醫?,我需要做登革熱篩檢嗎?-登革熱傳染途徑為何?-登革熱有哪些高風險族群?,就醫地點,登革熱
由於目前沒有特效藥物可治療登革熱，所以感染登革熱的患者，一定要聽從醫師的囑咐，多休息、多喝水、適時服用退燒藥，通常在感染後2週左右可自行痊癒。,登革熱要怎麼治療?,我能公費使用登革熱用藥?-如何預防登革熱?-除了接種或投藥外的登革熱預防方法?,診斷與治療,登革熱
登革熱目前沒有特效藥物可治療，一般採行支持性療法，請遵照醫師指示服藥、休息、多喝水。<br />,我能公費使用登革熱用藥?,服用登革熱用藥有哪些副作用?-登革熱用藥有哪些廠牌?-登革熱用藥可否自行停藥?,公費藥劑,登革熱
登革熱目前沒有特效藥物可治療，一般採行支持性療法，請遵照醫師指示服藥、休息、多喝水。<br />,我適合使用登革熱用藥?,登革熱要怎麼治療?-登革熱用藥可否自行停藥?-了解登革熱用藥?,合適用藥,登革熱
登革熱目前沒有特效藥物可治療，一般採行支持性療法，請遵照醫師指示服藥、休息、多喝水。<br />,能自行領用登革熱用藥?,服用登革熱用藥有哪些副作用?-這是登革熱治療後的副作用嗎?-了解登革熱用藥?,自行領藥,登革熱
登革熱目前沒有特效藥物可治療，一般採行支持性療法，請遵照醫師指示服藥、休息、多喝水。<br />,自費登革熱用藥藥多少錢?,登革熱要怎麼治療?-登革熱用藥有哪些廠牌?-登革熱用藥後要注意什麼?,自費用藥,登革熱
登革熱目前沒有特效藥物可治療，一般採行支持性療法，請遵照醫師指示服藥、休息、多喝水。<br />,了解登革熱用藥?,登革熱用藥後要注意什麼?-登革熱用藥可否自行停藥?-服用登革熱用藥有哪些副作用?,用藥介紹,登革熱
登革熱目前沒有特效藥物可治療，一般採行支持性療法，請遵照醫師指示服藥、休息、多喝水。<br />,登革熱用藥有哪些廠牌?,我能公費使用登革熱用藥?-登革熱用藥後要注意什麼?-服用登革熱用藥有哪些副作用?,用藥類別,登革熱
登革熱目前沒有特效藥物可治療，一般採行支持性療法，請遵照醫師指示服藥、休息、多喝水。<br />,登革熱用藥後要注意什麼?,這是登革熱治療後的副作用嗎?-登革熱用藥有哪些廠牌?-服用登革熱用藥有哪些副作用?,用藥注意事項,登革熱
如用藥治療後出現任何不適情形，請立即諮詢開立處方的臨床醫師。<br />,這是登革熱治療後的副作用嗎?,登革熱要怎麼治療?-服用登革熱用藥有哪些副作用?-登革熱用藥後要注意什麼?,治療副作用,登革熱
如用藥治療後出現任何不適情形，請立即諮詢開立處方的臨床醫師。<br />,服用登革熱用藥有哪些副作用?,我能公費使用登革熱用藥?-登革熱用藥後要注意什麼?-服用登革熱用藥有哪些副作用?,用藥副作用,登革熱
登革熱目前沒有特效藥物可治療，一般採行支持性療法，請遵照醫師指示服藥、休息、多喝水，勿自行停藥。<br />,登革熱用藥可否自行停藥?,登革熱要怎麼治療?-這是登革熱治療後的副作用嗎?-了解登革熱用藥?,自行停藥,登革熱
感染登革熱並無強制隔離之必要，應於「可傳染期」(發病前1天至發病後5天)做好防蚊措施，避免被病媒蚊叮咬而將病毒散播出去。生病期間建議儘量在家休息,罹患登革熱有需要隔離?,登革熱會有什麼症狀?-如何預防登革熱?-疑似感染登革熱了怎麼辦?,隔離,登革熱
myURL-https://www.cdc.gov.tw/Category/List/nFqbyDDKTzaRmmgkUcjHpw,登革熱有什麼最新消息?,登革熱會有什麼症狀?-如何預防登革熱?-什麼是登革熱?,最新消息,登革熱
myURL-https://www.cdc.gov.tw/Category/MPage/O5l65bHP7CwFNJOsF7wXbA,登革熱有哪些重要指引教材?,登革熱會有什麼症狀?-如何預防登革熱?-什麼是登革熱?,重要指引及教材,登革熱
myURL-https://www.cdc.gov.tw/Category/MPage/O5l65bHP7CwFNJOsF7wXbA,登革熱該如何家裡清潔?,登革熱會有什麼症狀?-如何預防登革熱?-什麼是登革熱?,家裡清潔,登革熱
,登革熱有哪些重要表單?,登革熱會有什麼症狀?-如何預防登革熱?-什麼是登革熱?,重要表單,登革熱
myURL-https://www.cdc.gov.tw/Category/List/0J3i9K6QttVUJaBfa5s9Yg,登革熱的問與答?,登革熱會有什麼症狀?-如何預防登革熱?-什麼是登革熱?,問與答,登革熱
myURL-https://www.cdc.gov.tw/Category/List/CEa8E1sJWYRvW2JtcdNL0Q,登革熱有哪些研究出版?,登革熱會有什麼症狀?-如何預防登革熱?-什麼是登革熱?,研究出版,登革熱
myURL-https://www.cdc.gov.tw/Category/List/F6yAv-z1u-dEclcqzbW7SA,登革熱有哪些宣導素材?,登革熱會有什麼症狀?-如何預防登革熱?-什麼是登革熱?,宣導素材,登革熱
茲卡病毒感染症是由茲卡病毒所引起的急性傳染病，這種病毒為黃病毒的一種。<br />主要是經由蚊子叮咬傳播，最早在1947年於烏干達的茲卡森林中的獼猴體內分離出來<br />目前依據基因型別分為亞洲型和非洲型兩種型別，在中非、東南亞和印度等都有發現的紀錄<br />,什麼是茲卡病毒感染症?,茲卡病毒感染症會有什麼症狀?-如何預防茲卡病毒感染症?-疑似感染茲卡病毒感染症了怎麼辦?,認識疾病,茲卡病毒感染症
典型的症狀是發燒（通常是微燒）、紅疹、關節痛（主要是手和腳的小關節）或結膜炎等，其他常見症狀為頭痛、後眼窩痛、肌肉痛、食慾不振、腹痛及噁心等<br />茲卡病毒感染症之症狀與登革熱相似但較輕微，這些症狀通常在3–12天的潛伏期過後開始，症狀持續約2–7天，常會被忽略或被誤認為登革熱<br />,茲卡病毒感染症會有什麼症狀?,茲卡病毒感染症傳染途徑為何?-茲卡病毒感染症流行地區有哪些?-如何預防茲卡病毒感染症?,臨床症狀,茲卡病毒感染症
目前已知婦女於懷孕期間感染茲卡病毒，可能產下小頭畸形等神經異常新生兒。,罹患茲卡病毒感染症的嚴重性?,茲卡病毒感染症傳染途徑為何?-茲卡病毒感染症流行地區有哪些?-如何預防茲卡病毒感染症?,嚴重性,茲卡病毒感染症
茲卡病毒感染症之症狀與登革熱相似但較輕微，沒有重症的危險徵兆。<br />,茲卡病毒感染症有什麼危險徵兆?,茲卡病毒感染症傳染途徑為何?-茲卡病毒感染症流行地區有哪些?-如何預防茲卡病毒感染症?,危險徵兆,茲卡病毒感染症
依據流行地區監測資料顯示，曾有少數病例出現神經系統（如急性多發性神經炎）或免疫系統（如特異性血小板低下性紫斑症）併發症<br />近期有愈來愈多的研究結果顯示，這些神經異常與感染茲卡病毒有關<br />目前已知婦女於懷孕期間感染茲卡病毒，可能產下小頭畸形等神經異常新生兒<br />,茲卡病毒感染症有什麼併發症?,茲卡病毒感染症傳染途徑為何?-茲卡病毒感染症流行地區有哪些?-如何預防茲卡病毒感染症?,併發症,茲卡病毒感染症
